DOI	Organism	Tissue	Technique	Data location	itemLabel	normalized_doi	item
10.1016/J.MOLCEL.2019.08.002	Human, Mouse	Culture	sci-L3-RNA		High-Throughput Single-Cell Sequencing with Linear Amplification	10.1016/J.MOLCEL.2019.08.002	Q93177830
10.1101/758276	Sponge	Whole organism					
10.1101/759118	Mouse	Heart					
10.1101/753806	Human	Lung	Chromium	GSE135893			
10.1038/S41592-019-0548-Y	Mouse	Brain	HDST	GSE130682	High-definition spatial transcriptomics for in situ tissue profiling	10.1038/S41592-019-0548-Y	Q90003361
10.1038/S41592-019-0529-1	Human		Chromium	https://doi.org/10.5281/zenodo.3372746	Probabilistic cell-type assignment of single-cell RNA-seq for tumor microenvironment profiling	10.1038/S41592-019-0529-1	Q90003401
10.1073/PNAS.1912459116	Human	Culture	MERFISH		Spatial transcriptome profiling by MERFISH reveals subcellular RNA compartmentalization and cell cycle-dependent gene expression	10.1073/PNAS.1912459116	Q90001683
10.1073/PNAS.1908706116	Human	Kidney	Chromium	GSE131882	The single-cell transcriptomic landscape of early human diabetic nephropathy	10.1073/PNAS.1908706116	Q90044119
10.1101/764936	Human, Chimpanzee, Bonobo, Macaque	Brain	Chromium				
10.1101/770610	Mouse	Brain	SCOPE-seq				
10.1101/773408	Mouse		Chromium				
10.1101/774547	Mouse		ICELL8				
10.1038/S41593-019-0491-3	Mouse	Brain	Chromium	GSE129788	Single-cell transcriptomic profiling of the aging mouse brain	10.1038/S41593-019-0491-3	Q90263029
10.1101/780205	Mouse	Brain					
10.1242/DEV.177428	Human, Mouse, Pig	Airways	Chromium	GSE121600	Novel dynamics of human mucociliary differentiation revealed by single-cell RNA sequencing of nasal epithelial cultures	10.1242/DEV.177428	Q90315088
10.1126/SCIENCE.AAT5031	Human	Kidney	Chromium	https://data.humancellatlas.org/explore/projects/abe1a013-af7a-45ed-8c26-f3793c24a1f4	Spatiotemporal immune zonation of the human kidney	10.1126/SCIENCE.AAT5031	Q90658651
10.1101/782896	Human	Culture	Chromium	GSE137799			
10.1002/1873-3468.13623	Human	Blood, Bone marrow	Smart-seq2		Single-cell RNA sequencing reveals chemokine self-feeding of myeloma cells promotes extramedullary metastasis	10.1002/1873-3468.13623	Q90332781
10.1101/788992	Mouse		DBiT-seq				
10.1016/J.CELL.2019.08.006	Human, Zebrafish	Kidney marrow, Pancreas	SORT-seq	GSE112438	Cell Type Purification by Single-Cell Transcriptome-Trained Sorting	10.1016/J.CELL.2019.08.006	Q90484101
10.1038/S41590-019-0496-9	Mouse	Lung	Chromium	E-MTAB-6902	Locally instructed CXCR4hi neutrophils trigger environment-driven allergic asthma through the release of neutrophil extracellular traps	10.1038/S41590-019-0496-9	Q90576396
10.1101/791525	Mouse	Brain	Perturb-seq				
10.1038/S41586-019-1652-Y	Human	Liver, Kidney, Skin	Chromium	E-MTAB-7407	Decoding human fetal liver haematopoiesis	10.1038/S41586-019-1652-Y	Q90617724
10.1038/S41586-019-1631-3	Human, Mouse	Blood, Liver	Chromium	GSE136103	Resolving the fibrotic niche of human liver cirrhosis at single-cell level	10.1038/S41586-019-1631-3	Q90612750
10.1101/800631	Human	Blood	C-Drop-seq				
10.1002/CYTO.A.23898	Human, Mouse	Culture, Bone marrow, Lung	Chromium & Smart-seq2	PRJEB33078	Apoptotic Cell Exclusion and Bias-Free Single-Cell Selection Are Important Quality Control Requirements for Successful Single-Cell Sequencing Applications	10.1002/CYTO.A.23898	Q90653604
10.1038/S41587-019-0290-0	Human, Mouse	Brain, Culture	SNARE-seq	GSE126074	High-throughput sequencing of the transcriptome and chromatin accessibility in the same cell	10.1038/S41587-019-0290-0	Q90704120
10.1111/BJH.16225	Human	Blood			Molecular heterogeneity unravelled by single-cell transcriptomics in patients with essential thrombocythaemia	10.1111/BJH.16225	Q90697835
10.1016/J.IMMUNI.2019.09.004	Mouse	Small intestine	Chromium	GSE124880	Transcriptional Atlas of Intestinal Immune Cells Reveals that Neuropeptide α-CGRP Modulates Group 2 Innate Lymphoid Cell Responses	10.1016/J.IMMUNI.2019.09.004	Q90747862
10.1101/806281	Drosophila	Wing	Drop-seq				
10.1016/J.CELS.2019.09.008	Mouse		Chromium & SMARTer (C1) & SeqFISH	GSE137165	Single-Cell Analysis Reveals Regulatory Gene Expression Dynamics Leading to Lineage Commitment in Early T Cell Development	10.1016/J.CELS.2019.09.008	Q90821356
10.1182/BLOOD.2019002301	Human	Bone marrow	Chromium	GSE133181	Single-cell analysis of bone marrow-derived CD34+ cells from children with sickle cell disease and thalassemia	10.1182/BLOOD.2019002301	Q91164963
10.1038/S41586-019-1654-9	Human, Macaque, Chimpanzee	Culture	Chromium & SMARTer (C1)	E-MTAB-7552	Organoid single-cell genomic atlas uncovers human-specific features of brain development	10.1038/S41586-019-1654-9	Q90754750
10.1038/S41467-019-12464-3	Human	Lung, Lymp node, Bone marrow, Blood	Chromium	GSE126030	Single-cell transcriptomics of human T cells reveals tissue and activation signatures in health and disease	10.1038/S41467-019-12464-3	Q90781384
10.1016/J.CELL.2019.09.020	Mouse	Brain	Chromium & SMARTer & seqFISH+	10.17632/ypx3sw2f7c.1	Multimodal Analysis of Cell Types in a Hypothalamic Node Controlling Social Behavior	10.1016/J.CELL.2019.09.020	Q90798324
10.1101/809731	Human, Frog	Culture, Heart	Chromium				
10.1159/000503737	Human	Blood	Chromium		Single-Cell Sequencing Reveals the Relationship between Phenotypes and Genotypes of Klinefelter Syndrome	10.1159/000503737	Q90823943
10.1177/0022034519883888	Mouse	Salivary glands	Chromium		Single-Cell RNA-seq Identifies Cell Diversity in Embryonic Salivary Glands	10.1177/0022034519883888	Q90904115
10.1016/J.CELL.2019.09.035	Human, Mouse	Spleen	Chromium	GSE137710	Transcriptional Basis of Mouse and Human Dendritic Cell Heterogeneity	10.1016/J.CELL.2019.09.035	Q91024501
10.1038/S41586-019-1644-Y	Mouse	Brain	Chromium	GSE135326	The microbiota regulate neuronal function and fear extinction learning	10.1038/S41586-019-1644-Y	Q90911578
10.1111/GTC.12731	Human	Culture	RamDA-seq & STRT-seq (C1) & ddSeq	E-MTAB-8363	Single-cell study of neural stem cells derived from human iPSCs reveals distinct progenitor populations with neurogenic and gliogenic potential	10.1111/GTC.12731	Q90937634
10.1038/S41467-019-12780-8	Human	Retina	Chromium & Seq-Well	GSE137847	Single-cell transcriptomic atlas of the human retina identifies cell types associated with age-related macular degeneration	10.1038/S41467-019-12780-8	Q90950147
10.1038/S41467-019-12894-Z	Human	Culture	Drop-seq	GSE123782	Single-cell RNA-sequencing of herpes simplex virus 1-infected cells connects NRF2 activation to an antiviral program	10.1038/S41467-019-12894-Z	Q90950243
10.1101/818450	Mouse, Human	Brain, Culture, Lung	DNBelab C4				
10.1101/811893	Mouse						
10.1073/PNAS.1914143116	Human	Retina	Chromium	GSE135922	Single-cell transcriptomics of the human retinal pigment epithelium and choroid in health and macular degeneration	10.1073/PNAS.1914143116	Q91234362
10.1016/J.CELREP.2019.10.024	Human, Mouse	Liver	Chromium & Smart-seq2	GSE136103	Single-Cell Transcriptomics Uncovers Zonation of Function in the Mesenchyme during Liver Fibrosis	10.1016/J.CELREP.2019.10.024	Q91269266
10.1073/PNAS.1907883116	Human	Blood	Chromium	http://gerg.gsc.riken.jp/SC2018/	Single-cell transcriptomics reveals expansion of cytotoxic CD4 T cells in supercentenarians	10.1073/PNAS.1907883116	Q91259339
10.1101/839860	Zebrafish	Brain					
10.1101/846253	Mouse						
10.3389/FCIMB.2019.00392	Human	Culture	SMARTer (C1)	GSE132525	Early Transcriptional Landscapes of Chlamydia trachomatis-Infected Epithelial Cells at Single Cell Resolution	10.3389/FCIMB.2019.00392	Q91711374
10.1038/S41590-019-0544-5	Human, Mouse	Blood, Spleen	Seq-Well	GSE136028	TCR sequencing paired with massively parallel 3' RNA-seq reveals clonotypic T cell signatures	10.1038/S41590-019-0544-5	Q91345425
10.1084/JEM.20191130	Human	Colon, Ileum, Rectum	Chromium	GSE125970	Single-cell transcriptome analysis reveals differential nutrient absorption functions in human intestine	10.1084/JEM.20191130	Q91384763
10.1371/JOURNAL.PONE.0225166					Drugs modulating stochastic gene expression affect the erythroid differentiation process	10.1371/JOURNAL.PONE.0225166	Q91373514
10.1038/S41593-019-0539-4	Human	Brain	DroNc-seq	GSE138852	A single-cell atlas of entorhinal cortex from individuals with Alzheimer's disease reveals cell-type-specific gene expression regulation	10.1038/S41593-019-0539-4	Q91452665
10.1101/854406	Human	Culture					
10.1016/J.NEURON.2019.11.006	Mouse	Retina	Chromium	GSE137400	Single-Cell Profiles of Retinal Ganglion Cells Differing in Resilience to Injury Reveal Neuroprotective Genes	10.1016/J.NEURON.2019.11.006	Q91556628
10.1016/J.CELREP.2019.10.073	Human	Culture	Mosaic-seq		Global Analysis of Enhancer Targets Reveals Convergent Enhancer-Driven Regulatory Modules	10.1016/J.CELREP.2019.10.073	Q91489512
10.1038/S41467-019-13382-0	Human	Culture	Chromium	GSE136314	Single cell census of human kidney organoids shows reproducibility and diminished off-target cells after transplantation	10.1038/S41467-019-13382-0	Q91558351
10.1038/S41587-019-0332-7	Human	Bone marrow	CITE-seq	GSE139369	Single-cell multiomic analysis identifies regulatory programs in mixed-phenotype acute leukemia	10.1038/S41587-019-0332-7	Q91621352
10.1101/863332	Human		Chromium	GSE141074			
10.1126/SCIENCE.AAX6234	Human	Culture	sci-Plex	GSE139944	Massively multiplex chemical transcriptomics at single-cell resolution	10.1126/SCIENCE.AAX6234	Q91734742
10.1101/868752	Human	Culture	MIX-seq				
10.1101/869248	Bacillus subtilis						
10.1093/PCP/PCZ228	Arabidopsis				Time-Series Single-Cell RNA-Seq Data Reveal Auxin Fluctuation during Endocycle	10.1093/PCP/PCZ228	Q92003826
10.1038/S41586-019-1825-8	Mouse				Multi-omics profiling of mouse gastrulation at single-cell resolution	10.1038/S41586-019-1825-8	Q91892543
10.1093/BIOMETHODS/BPZ019	Human	Pancreas	Chromium	phs001188.v2.p1	Single-cell transcriptomics from human pancreatic islets: sample preparation matters	10.1093/BIOMETHODS/BPZ019	Q92955475
10.1126/SCIADV.AAW3413	Human	Lung	CEL-seq	GSE131391	Characterizing smoking-induced transcriptional heterogeneity in the human bronchial epithelium at single-cell resolution	10.1126/SCIADV.AAW3413	Q92028859
10.1101/850438	Human	Lymph node	Chromium				
10.7554/ELIFE.52004	Human	Placenta	Chromium	phs001886.v1.p1	Single cell transcriptional signatures of the human placenta in term and preterm parturition	10.7554/ELIFE.52004	Q83224730
10.1016/J.CELL.2019.11.010	Human, Zebrafish, Chicken, Marmoset, Sheep, Hamster, Mouse, Rat, Mole rat	Brain	MARS-seq	GSE134707	Cross-Species Single-Cell Analysis Reveals Divergence of the Primate Microglia Program	10.1016/J.CELL.2019.11.010	Q91960518
10.1016/J.CELL.2019.11.025	Human	Heart	Chromium	EGAS00001003996	A Spatiotemporal Organ-Wide Gene Expression and Cell Atlas of the Developing Human Heart	10.1016/J.CELL.2019.11.025	Q91960533
10.1073/PNAS.1913064117	Mouse	Spleen	Chromium	GSE132394	Ly49R activation receptor drives self-MHC-educated NK cell immunity against cytomegalovirus infection	10.1073/PNAS.1913064117	Q92023518
10.1073/PNAS.1915571116	Mouse				Comprehensive analysis of a mouse model of spontaneous uveoretinitis using single-cell RNA sequencing	10.1073/PNAS.1915571116	Q92023419
10.1101/2019.12.17.879304	Human, Mouse		scifi-RNA-seq				
10.1371/JOURNAL.PGEN.1008506	Plasmodium				Latent transcriptional variations of individual Plasmodium falciparum uncovered by single-cell RNA-seq and fluorescence imaging	10.1371/JOURNAL.PGEN.1008506	Q92123807
10.3389/FNMOL.2019.00316	Mouse	Stria vascularis	Chromium	GSE136196	Single Cell and Single Nucleus RNA-Seq Reveal Cellular Heterogeneity and Homeostatic Regulatory Networks in Adult Mouse Stria Vascularis	10.3389/FNMOL.2019.00316	Q92535164
10.1038/S41467-019-13657-6	Mouse		Drop-seq	GSE129730	scRNA-seq in medulloblastoma shows cellular heterogeneity and lineage expansion support resistance to SHH inhibitor therapy	10.1038/S41467-019-13657-6	Q92163648
10.1101/2019.12.19.883181	Harpegnathos	Brain					
10.1101/2019.12.19.882381	Drosophila	Eye-antennal disc	Chromium				
10.1101/2019.12.19.883546	Mouse	Brain	Chromium				
10.1101/2019.12.20.884999	Drosophila	Blood					
10.1038/S42255-019-0152-6	Human	Adipose	Chromium	GSE129363	Single-cell analysis of human adipose tissue identifies depot and disease specific cell types	10.1038/S42255-019-0152-6	Q89748873
10.1038/S41556-019-0439-6	Mouse	Bone marrow	Chromium	GSE122467	Combined single-cell and spatial transcriptomics reveal the molecular, cellular and spatial bone marrow niche organization	10.1038/S41556-019-0439-6	Q92218409
10.1038/S41587-019-0372-Z	Human, Mouse	Culture	Chromium		Highly multiplexed single-cell RNA-seq by DNA oligonucleotide tagging of cellular proteins	10.1038/S41587-019-0372-Z	Q92229602
10.1136/ANNRHEUMDIS-2019-215926	Mouse				Single-cell RNA-seq analysis identifies meniscus progenitors and reveals the progression of meniscus degeneration	10.1136/ANNRHEUMDIS-2019-215926	Q92217225
10.1101/2019.12.20.884916	Mouse	Brain	Chromium				
10.1101/2019.12.21.884759	Human	Lung, Airways					
10.1101/2019.12.23.887208	Mouse						
10.1186/S12864-019-6379-5	Mouse	Culture	SMARTer (C1)	GSE135769	Exploring the changing landscape of cell-to-cell variation after CTCF knockdown via single cell RNA-seq	10.1186/S12864-019-6379-5	Q92262811
10.1101/2019.12.23.887570	Human	Culture	Drop-seq	GSE142277			
10.1016/J.NEUROSCIENCE.2020.04.041	Human	Culture			Characterization of human iPSC-derived spinal motor neurons by single-cell RNA sequencing	10.1016/J.NEUROSCIENCE.2020.04.041	Q94539576
10.1186/S13059-019-1906-X	Human	Lung, Oesophagus, Spleen	Chromium	https://www.tissuestabilitycellatlas.org/	scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation	10.1186/S13059-019-1906-X	Q92354852
10.1038/S41586-019-1817-8	Rhesus macaque	Lung	Seq-Well	GSE139598	Prevention of tuberculosis in macaques after intravenous BCG immunization	10.1038/S41586-019-1817-8	Q92365687
10.1038/S41597-019-0351-8	Human	Kidney	Chromium	GSE131685	Single-cell RNA sequencing of human kidney	10.1038/S41597-019-0351-8	Q92380821
10.1101/2019.12.31.892240	Zebrafish	Embryo	Chromium				
10.1101/2019.12.31.892166	Mouse	Lymph node	Chromium & Smart-seq2				
 10.3390/IJMS21010364	Mouse	Cartilage	Chromium				
10.1038/S41556-019-0437-8	Mouse	Bone marrow	Chromium		Erythromyeloid progenitors give rise to a population of osteoclasts that contribute to bone homeostasis and repair	10.1038/S41556-019-0437-8	Q92453638
10.1101/2020.01.05.895052	Mouse	Epididymis	GEXSCOPE				
10.1016/J.IMMUNI.2019.11.014	Human	Neck	Chromium	GSE139324	Immune Landscape of Viral- and Carcinogen-Driven Head and Neck Cancer	10.1016/J.IMMUNI.2019.11.014	Q92561291
10.1016/J.IMMUNI.2019.12.002	Mouse	Spleen	Chromium		Precursors for Nonlymphoid-Tissue Treg Cells Reside in Secondary Lymphoid Organs and Are Programmed by the Transcription Factor BATF	10.1016/J.IMMUNI.2019.12.002	Q92561302
10.1101/2020.01.06.895987	Human	Tumor, Blood	Chromium				
10.1182/BLOOD.2019003886	Human		Chromium	GSE138504	Nivolumab treatment of relapsed/refractory Epstein-Barr virus-associated hemophagocytic lymphohistiocytosis in adults	10.1182/BLOOD.2019003886	Q92496508
10.1016/J.SCIB.2020.01.002	Human						
10.1523/ENEURO.0345-19.2019	Mouse	Brain	Chromium	GSE135704	Single-Cell Molecular and Cellular Architecture of the Mouse Neurohypophysis	10.1523/ENEURO.0345-19.2019	Q92503022
10.1101/2020.01.07.897454	Human	Pancreas	SPLiT-seq				
10.1084/JEM.20191236	Human	Lung	Chromium		Dynamics of human monocytes and airway macrophages during healthy aging and after transplant	10.1084/JEM.20191236	Q92518237
10.1016/J.STEM.2019.12.005	Human	Testis	Chromium		The Dynamic Transcriptional Cell Atlas of Testis Development during Human Puberty	10.1016/J.STEM.2019.12.005	Q92586232
10.1016/J.CMET.2019.12.009	Human	Pancreas	Chromium		Identification of a LIF-Responsive, Replication-Competent Subpopulation of Human β Cells	10.1016/J.CMET.2019.12.009	Q92585916
10.1101/2020.01.09.897868	Human	Culture					
10.1101/2020.01.09.900241	Mouse	Lymph node	Smart-seq2				
10.1101/2020.01.10.901579	Human	Colon	Chromium				
10.1101/2020.01.10.902361	Human	Blood	R2C2	PRJNA599962			
10.1080/09168451.2020.1714420	Mouse	Brain	STRT-seq	GSE141044	Single-nucleus RNA sequencing reveals transcriptional changes of hippocampal neurons in APP23 mouse model of Alzheimer's disease	10.1080/09168451.2020.1714420	Q92582666
10.1038/S41587-019-0387-5	Human		Chromium		Titrating gene expression using libraries of systematically attenuated CRISPR guide RNAs	10.1038/S41587-019-0387-5	Q92610747
10.1038/S41588-019-0566-9	Human	Pancreas, Tumor	Chromium		Transcription phenotypes of pancreatic cancer are driven by genomic events during tumor evolution	10.1038/S41588-019-0566-9	Q92610510
10.1038/S41591-019-0695-9	Human, Mouse	Brain	Chromium		Human and mouse single-nucleus transcriptomics reveal TREM2-dependent and TREM2-independent cellular responses in Alzheimer's disease	10.1038/S41591-019-0695-9	Q92611232
10.1016/J.CCELL.2019.12.001	Human	Lung	Chromium		An Integrated Gene Expression Landscape Profiling Approach to Identify Lung Tumor Endothelial Cell Heterogeneity and Angiogenic Candidates	10.1016/J.CCELL.2019.12.001	Q92627522
10.1016/J.CCELL.2019.12.006	Human	Lung, Tumor	Chromium		Treatment-Induced Tumor Dormancy through YAP-Mediated Transcriptional Reprogramming of the Apoptotic Pathway	10.1016/J.CCELL.2019.12.006	Q92627506
10.1038/S41467-019-14118-W	Human	Spine	Chromium		Integrated single cell analysis of blood and cerebrospinal fluid leukocytes in multiple sclerosis	10.1038/S41467-019-14118-W	Q92642889
10.1038/S41598-019-57110-6	Human, Mouse	Skeletal muscle	Chromium	GSE130977, GSE130646, GSE138707	Single-cell transcriptional profiles in human skeletal muscle	10.1038/S41598-019-57110-6	Q92643773
10.1101/2020.01.13.891630	Zebrafish		Chromium				
10.1038/S41586-019-1917-5	Human	Brain	Chromium		Decoding the development of the human hippocampus	10.1038/S41586-019-1917-5	Q92669541
10.1101/2020.01.15.897066	Human	Blood	Chromium		Sampling artifacts in single-cell genomics cohort studies	10.1101/2020.01.15.897066	Q104450612
10.1101/2020.01.15.908350	Drosophila	Lymph gland	Drop-seq	GSE141275			
10.1016/J.STEM.2019.12.007	Human	Organoid	Chromium		Self-Organizing 3D Human Trunk Neuromuscular Organoids	10.1016/J.STEM.2019.12.007	Q92756252
